III,M,2285
I,F,648
III,M,2056
III,M,2086
III,M,1896
III,M,2884
I,M,670
I,F,761
II,F,1196
II,M,1044
I,M,945
I,F,651
II,M,1233
I,M,957
III,F,1845
III,F,2770
I,F,585
I,M,583
I,M,1035
I,M,583
III,F,1836
III,M,2453
I,M,961
II,F,948
III,M,2081
I,F,660
II,F,1355
I,F,629
II,M,1659
III,F,2448
I,M,915
III,F,2486
II,M,900
I,F,867
I,M,629
II,M,970
II,F,1907
II,F,1612
II,M,1049
I,M,834
II,F,1120
II,M,1153
III,M,1995
III,M,2366
III,M,2253
II,F,1411
III,F,2948
I,F,877
I,M,650
I,M,1078
III,M,2282
I,M,977
II,F,942
II,M,1147
I,F,1055
I,M,918
III,M,2874
I,F,543
II,M,1084
II,F,1843
II,F,1442
I,F,941
I,M,729
I,F,678
III,M,2564
I,F,989
I,M,914
II,F,1543
I,M,530
II,M,1724
I,M,780
III,F,1836
I,M,653
III,M,1956
I,F,754
II,F,1118
II,F,1072
I,M,685
I,M,1091
III,F,2552
III,F,2189
I,F,1055
I,F,725
III,M,2408
II,M,1877
II,F,1562
III,M,2948
I,F,1006
III,F,2154
I,M,636
II,M,996
I,F,576
III,F,2046
II,M,1937
II,F,1766
III,M,2257
II,F,1669
I,F,720
III,M,2089
II,M,1148
I,F,529
III,F,2841
II,F,979
II,M,1363
II,F,1158
I,F,578
II,F,1853
III,M,2774
III,M,2659
II,F,1047
II,M,1389
II,F,1088
II,F,1976
III,M,2162
I,F,823
III,F,2280
II,F,1399
II,M,1046
III,M,2202
III,M,2535
II,F,1302
II,F,1751
I,F,724
I,M,636
III,F,1916
III,M,1948
II,M,1363
III,F,1810
III,M,2222
III,M,2144
II,F,1951
I,M,1062
I,M,699
I,M,773
III,M,2463
II,F,1280
I,F,905
I,F,813
III,F,1883
III,M,2457
III,F,1912
III,M,2832
I,F,520
I,M,704
II,F,1871
II,M,1901
I,F,758
III,M,2900
III,M,2428
II,M,1523
I,M,922
I,M,1058
II,M,916
I,F,814
I,M,565
I,M,794
I,F,1058
I,M,665
II,F,1104
I,F,917
I,M,504
I,F,691
II,F,1362
II,F,1426
I,M,611
III,F,2702
II,M,1279
III,M,2339
II,F,1316
I,F,535
I,M,854
II,M,1687
III,F,2446
III,M,2000
II,M,1214
I,M,900
II,F,1445
III,F,2752
II,F,1138
II,F,1503
II,M,1298
I,F,805
II,M,905
III,M,2643
II,F,1866
I,M,1031
I,M,943
I,M,1046
III,F,2049
I,F,565
I,M,1061
I,F,939
I,M,832
III,F,2268
I,M,1027
III,M,2076
I,M,707
III,F,1805
II,M,1197
I,F,753
II,F,1535
II,F,1300
III,F,1888
I,F,744
I,M,713
III,F,2319
I,F,819
I,F,864
I,F,740
III,M,2065
I,F,756
II,F,977
III,F,2772
I,M,694
II,M,1243
II,M,1736
II,F,1658
I,F,1040
III,M,2334
II,M,1110
II,F,1278
III,F,2334
I,F,1005
III,F,2788
I,M,867
I,M,816
III,M,2118
I,F,1091
II,F,1694
III,M,2252
I,M,705
III,M,2156
III,M,1979
II,M,1795
I,F,914
I,F,931
I,F,669
III,F,2366
II,F,986
II,F,941
III,F,2270
III,F,1824
I,F,645
I,M,1070
II,M,1702
III,M,1960
III,M,2785
III,F,2074
I,M,1001
III,F,2234
I,M,990
I,F,506
I,M,729
III,M,2773
III,F,2950
I,M,1009
II,M,1600
III,F,2376
II,M,1246
II,F,1324
I,M,952
I,M,1004
II,M,1273
I,F,677
I,M,779
II,F,1892
II,F,1742
III,F,2943
II,F,935
I,F,973
I,M,543
I,F,1059
III,F,1808
III,F,1854
I,M,898
III,M,2341
I,M,690
II,M,1627
II,M,1079
I,F,909
III,F,2026
II,M,1956
I,F,538
III,F,2515
I,M,1014
I,F,518
I,F,716
I,M,968
I,F,558
I,F,875
II,M,1009
II,M,1262
I,M,964
II,M,1746
III,F,2713
III,F,2435
III,M,2600
I,F,817
III,F,2696
II,F,1933
III,M,2503
I,F,1089
I,F,965
III,F,2890
I,F,836
I,F,793
II,M,1156
II,M,1503
III,F,2455
I,F,1015
I,F,677
I,F,877
I,M,578
II,F,1176
I,F,863
II,F,1499
II,M,1965
II,M,1795
II,M,1542
I,F,994
II,M,1418
I,M,788
II,F,1386
II,F,1432
I,M,931
II,M,1164
II,M,1166
II,M,1965
I,M,1061
III,M,1976
II,M,1227
I,M,718
II,M,1811
II,F,1279
II,M,1633
I,M,807
III,F,2330
II,M,1547
I,M,769
I,M,872
II,M,1504
II,F,1814
II,M,1125
II,F,1695
III,M,2354
I,F,909
II,F,1110
I,M,843
III,M,2315
III,F,2113
I,F,906
III,M,1982
I,F,682
I,F,613
I,M,552
III,F,2583
II,F,1604
I,M,743
III,M,2343
III,F,1913
I,M,633
III,M,2362
II,F,1408
I,M,832
I,M,640
II,M,1581
II,F,1177
I,M,530
I,F,1052
I,F,558
II,M,953
III,M,1934
III,M,2058
II,M,964
II,F,1784
II,M,1808
II,F,1196
III,M,2921
III,M,2197
II,F,1476
II,F,1468
I,F,866
III,F,2142
III,F,2127
I,F,785
II,M,1459
II,M,1563
III,F,2492
I,M,723
III,F,2693
II,F,1056
I,F,994
II,M,1372
I,F,675
I,F,662
I,F,885
III,M,2197
III,M,1914
III,F,2945
III,M,2159
I,F,729
III,M,2259
II,F,1595
I,M,854
III,M,2225
I,M,904
I,M,1093
II,M,1879
III,M,2080
III,F,2816
III,M,2654
II,M,1728
II,F,1081
III,M,2018
I,M,878
I,F,852
II,M,1856
I,F,871
I,M,894
I,F,751
III,M,2785
I,F,755
II,M,905
II,F,1171
I,M,546
III,F,2415
II,F,1959
III,M,2375
I,F,562
I,F,620
III,F,2572
II,F,1438
III,F,1873
III,M,2723
II,F,1171
II,F,1404
III,M,1827
II,M,1027
III,F,2815
II,F,1482
II,F,1940
I,M,793
II,M,1715
I,M,687
I,M,618
II,F,1803
II,F,1079
II,M,1593
I,F,620
II,M,944
III,F,2445
I,F,699
I,F,899
I,M,1075
II,M,1712
II,M,1994
I,F,600
III,F,2100
II,M,1270
I,F,823
I,M,689
III,M,2740
III,F,2558
III,F,2290
I,F,854
I,F,636
II,M,1377
III,F,2274
II,F,1069
I,M,857
I,F,741
II,M,1100
I,M,945
II,M,1818
II,F,1584
II,F,905
II,F,1077
I,F,537
I,F,567
II,M,1721
III,M,2703
II,M,1341
I,F,749
III,F,2931
II,F,956
I,M,707
II,M,995
I,F,779
II,M,1442
II,M,1023
I,M,585
I,F,917
II,F,1924
II,F,1678
I,F,723
I,M,727
II,F,1436
III,M,2671
I,F,786
II,M,1461
I,F,823
III,M,2955
II,M,1422
I,F,758
II,M,1388
III,M,2292
I,M,614
III,F,2614
I,M,550
II,M,1001
II,M,1043
I,M,574
II,M,1572
I,F,746
III,F,1951
II,M,1644
III,M,2320
II,F,1407
II,F,1515
II,M,1341
I,M,814
I,F,997
II,M,1754
III,F,2155
II,M,1144
III,M,2856
II,F,1510
I,M,939
II,M,1997
II,M,1530
II,M,1801
I,F,1047
II,F,910
II,M,1983
II,F,1190
II,M,1519
I,M,825
I,F,587
II,F,1721
I,F,721
III,F,2321
I,M,982
I,M,835
II,M,1562
II,M,1445
II,M,1975
II,F,1548
I,M,564
I,F,936
III,F,1922
III,F,1921
I,F,864
II,M,1417
III,F,2820
I,M,785
I,F,1050
II,F,1943
II,F,1744
III,M,2391
I,F,944
I,F,858
II,M,1069
I,M,656
II,F,1299
III,F,2401
I,M,733
III,M,2572
II,M,1742
III,F,2159
I,F,612
II,F,982
II,F,1198
I,F,1048
I,M,957
I,F,730
II,F,1746
II,F,1951
II,F,1537
I,M,1076
II,M,1873
II,M,914
III,M,2187
II,F,1875
II,F,1681
II,F,926
I,F,1080
I,F,1034
I,F,1020
I,F,642
I,M,985
III,F,2012
I,M,862
II,M,1405
I,F,842
II,F,1409
II,F,937
III,F,1810
II,F,1033
II,M,936
III,F,2167
I,M,539
III,F,2725
I,F,1039
II,F,1610
III,F,2637
I,M,658
II,M,1844
II,F,1109
I,M,1008
III,F,2579
II,F,1327
III,M,2636
III,M,2435
I,M,980
III,F,2052
I,M,639
I,F,932
I,M,969
III,F,2165
I,M,1034
I,F,887
II,F,1311
I,F,819
II,M,1752
I,F,673
III,M,2988
II,F,1040
I,M,722
II,F,956
I,F,895
II,M,1313
II,M,1436
III,M,2854
II,M,1818
II,M,968
III,M,2609
II,F,918
II,F,1868
I,M,1019
II,M,956
III,F,2876
III,M,2475
I,F,751
III,M,2763
II,M,1866
II,F,1029
II,F,1752
I,M,596
II,F,1365
III,M,2060
I,M,923
I,F,982
II,M,1357
II,M,1146
I,F,1099
III,F,2088
I,F,1100
I,F,509
II,F,910
II,F,1134
III,F,2409
I,F,595
II,F,1879
I,M,757
III,M,2730
II,F,1156
II,M,988
I,F,856
III,M,2905
I,M,861
I,F,729
I,M,609
I,M,857
I,F,520
III,F,2898
III,F,1823
III,M,2151
I,M,932
I,F,626
II,M,1457
III,M,2828
I,F,638
III,F,1808
I,M,528
I,M,906
III,F,2578
II,M,1051
II,M,1083
III,M,2341
II,M,1896
II,F,1579
I,M,810
II,M,961
III,F,2613
III,M,2041
II,M,910
III,F,2865
II,F,1644
II,F,1570
II,F,924
I,F,620
III,F,2711
I,M,1073
I,M,1100
I,F,1097
I,M,785
II,F,1642
III,F,2184
I,M,557
II,M,1093
I,M,622
I,F,968
II,F,1610
I,F,983
I,M,644
III,M,2686
III,M,2267
I,M,723
III,M,2744
I,M,682
III,F,2103
I,M,1037
II,F,1843
I,M,786
I,F,592
I,M,740
II,F,952
III,M,2236
III,F,2654
III,F,2373
I,F,1099
II,M,922
III,M,2442
I,M,770
I,F,1074
III,F,2906
I,F,1074
I,F,706
I,F,562
I,F,539
I,M,796
I,F,541
I,M,805
II,M,1138
III,M,2993
I,F,785
I,F,942
II,F,1798
II,F,1313
III,F,2047
I,F,1008
I,F,829
III,F,2013
III,M,2644
I,F,839
III,M,2864
I,F,973
III,M,2692
I,M,544
II,F,1942
III,F,2288
I,M,955
III,M,2598
III,F,2266
I,F,1052
III,F,2098
III,F,2756
I,M,584
II,F,1363
II,F,1589
I,F,1037
I,F,534
I,F,981
II,F,1470
II,F,1238
I,F,1012
III,F,2721
I,F,623
II,F,1980
II,F,1557
III,M,2199
II,F,977
I,M,548
I,F,932
II,F,1448
I,M,842
I,M,728
II,F,1436
I,M,646
II,F,1919
I,F,669
III,M,2504
I,F,880
II,F,1732
I,F,726
III,M,1894
III,F,1810
II,F,1517
I,M,587
III,F,2158
I,F,668
I,F,798
II,M,1352
I,M,733
II,F,1144
I,M,855
I,F,804
III,F,2961
I,M,1026
I,M,669
II,F,1427
I,F,986
I,F,572
III,F,2479
III,F,2697
I,F,930
III,M,2977
II,F,1106
I,M,510
I,M,617
II,F,1785
I,F,1084
III,F,1944
III,F,1804
I,F,895
II,M,1361
I,F,734
II,M,1152
I,F,891
II,F,1880
III,M,2540
III,F,2879
II,M,1252
II,M,1305
II,F,1251
I,F,645
II,F,1015
III,F,1880
I,M,971
I,F,1071
I,F,732
III,M,2975
II,M,924
I,M,567
I,M,1086
I,M,586
I,M,942
I,M,779
III,F,2684
II,F,1614
I,F,956
I,M,906
II,M,1392
II,F,1423
I,M,520
I,F,865
II,F,1643
I,M,917
III,M,2115
I,F,775
III,F,2308
II,M,1816
I,M,870
I,M,563
II,F,1089
II,M,1486
II,M,1914
III,F,2942
I,F,937
III,M,2371
III,F,2080
II,M,1247
I,F,1083
III,M,2197
III,F,2696
I,M,831
II,M,1547
I,M,1036
II,F,1539
III,F,2472
I,F,886
II,F,1568
I,F,777
I,M,984
II,M,1805
II,F,1844
I,F,795
III,M,1950
III,F,1957
II,M,954
II,M,1147
I,F,556
III,M,2129
I,M,601
III,F,2374
III,F,2755
II,M,1106
I,F,539
II,F,1708
I,M,610
I,F,1071
II,M,1930
III,M,2338
II,F,1289
II,F,1774
II,F,1829
III,M,2435
II,F,1919
I,M,507
III,M,2441
II,M,1912
I,M,979
I,F,1055
II,F,1293
I,M,1073
III,M,1981
III,F,2418
III,F,2621
II,M,1984
III,F,1820
II,M,1454
II,M,1439
I,F,848
I,F,906
I,F,990
I,F,695
I,F,974
I,M,590
I,F,659
III,M,2485
II,F,1329
II,M,1695
II,F,1287
I,M,811
I,M,593
I,F,560
II,F,1777
I,F,575
II,M,1138
I,F,882
II,M,1971
III,M,2039
I,M,888
II,M,1306
II,M,1517
II,M,1843
II,M,1095
I,F,752
I,M,896
III,F,2474
II,M,1140
II,M,1688
III,F,1873
II,M,913
II,M,1920
II,M,1028
II,M,1600
I,M,624
I,F,595
II,M,1692
III,M,1883
III,M,2114
I,F,549
II,M,1850
II,M,1325
I,F,774
II,M,1464
I,M,540
I,F,939
III,M,2878
I,F,958
II,M,1020
I,M,783
II,M,1791
I,M,634
II,F,1351
II,M,1802
I,M,942
III,F,2439
II,M,1724
III,F,2599
III,F,2961
II,M,1309
III,M,2964
II,M,1576
II,M,1121
I,M,870
II,M,1640
III,F,2975
II,F,1850
III,M,2279
II,M,1315
I,F,580
III,F,2938
II,F,1944
I,F,745
III,M,2574
II,M,1841
II,M,1404
I,M,846
I,M,655
I,F,823
II,M,1476
I,M,594
I,M,673
I,M,508
III,F,2275
II,M,1755
II,F,1966
I,M,1089
I,F,960
I,F,719
III,M,2360
I,F,1068
III,F,2294
I,F,1004
I,M,1002
I,F,891
III,F,2810
II,F,1908
I,F,621
I,F,937
I,M,662
I,F,740
I,F,636
II,F,1996
III,M,2971
II,F,1076
I,M,1018
I,M,741
I,M,751
II,F,1973
I,M,1067
I,M,807
II,M,1771
II,F,1490
II,F,1426
II,F,1026
III,F,2433
II,M,1087
I,F,780
I,F,1061
I,F,854
III,F,1904
I,F,1040
I,M,616
I,M,520
II,M,1438
I,F,805
I,M,742
III,F,2038
III,F,2603
II,M,1801
II,F,1013
I,F,1100
I,M,831
II,F,1764
I,F,960
II,M,949
III,M,2796
I,F,721
III,F,2627
I,M,1021
I,F,868
I,M,841
II,M,1876
II,M,1642
I,M,998
III,M,2557
I,M,848
II,F,1999
III,F,2243
II,F,1469
III,F,2818
I,M,779
II,M,1809
I,M,959
III,F,2518
III,M,2241
II,M,900
II,F,1347
I,M,609
I,M,907
I,F,518
II,F,1835
II,F,1434
III,M,2455
III,F,1937
III,F,2461
III,F,2540
II,M,1712
I,F,916
I,M,970
II,M,1488
III,M,2463
I,M,682
I,F,761
II,F,1318
II,F,1007
II,F,1544
II,M,1538
II,M,1984
I,F,982
III,F,2453
I,F,522
III,M,1878
II,M,1098
II,M,1922
I,F,696
I,F,1074
I,F,699
III,F,2444
III,M,2125
II,F,1874
III,M,2126
I,M,1039
I,M,567
II,M,1795
I,M,1079
I,F,677
II,F,968
III,F,2131
III,M,2346
II,M,1982
II,F,1300
II,M,1699
I,M,562
I,M,529
III,F,2892
I,M,724
II,M,929
I,M,910
II,F,1857
I,M,583
II,F,1356
III,F,2601
III,F,2507
I,F,983
I,F,551
I,M,917
I,F,1097
II,M,1741
II,F,1864
I,F,846
I,M,903
II,F,1376
I,M,686
I,F,997
II,F,1809
I,F,695
I,F,855
III,M,2873
II,M,1863
I,F,573
I,M,614
I,M,1019
II,F,1120
II,F,1659
I,F,1041
II,F,1263
III,M,2137
I,F,548
I,M,516
III,M,2028
II,M,1966
I,F,860
I,M,850
II,M,1024
III,F,1860
I,F,605
III,F,2980
I,M,771
II,M,1882
I,M,1035
II,F,1498
III,M,2026
I,F,547
II,M,1887
I,M,583
I,M,1100
I,F,1090
III,M,2867
I,F,881
II,M,1503
I,M,647
III,M,2467
II,F,930
I,M,737
III,F,2650
III,F,2812
I,F,917
II,F,1701
I,M,800
II,F,911
III,M,2280
II,F,1748
I,F,607
III,M,1913
I,F,787
III,M,2877
II,M,1915
III,F,2637
II,M,1481
I,M,687
II,M,1727
I,F,917
I,M,1080
III,F,2109
III,M,2611
III,M,2771
II,F,1909
I,M,557
III,M,2749
II,F,1474
III,M,2930
III,F,2055
III,F,2115
I,M,717
I,M,656
I,F,654
II,F,1491
II,M,1488
I,F,533
III,M,1918
II,F,1570
II,M,1316
II,M,1972
I,M,1057
I,M,705
I,F,1054
I,F,993
I,M,948
II,M,1696
III,F,2615
II,F,1019
III,M,2338
I,M,914
I,F,588
II,F,1663
III,M,1852
I,M,723
III,F,2328
II,M,1365
III,F,2793
III,M,2387
II,F,1521
I,F,883
III,M,2023
III,M,2243
I,F,915
II,M,1111
III,F,1856
III,M,1883
I,F,923
III,M,2508
II,M,1764
II,M,1529
III,M,2991
II,M,1382
I,M,541
II,M,1211
II,F,1463
II,F,1842
II,F,1314
III,F,2336
II,F,907
III,F,2672
I,M,1016
III,M,2873
II,F,1454
II,F,1502
I,F,646
II,F,1462
III,M,2584
II,M,1633
III,F,2022
III,F,2328
II,M,1738
I,F,562
III,F,2345
II,M,1010
I,F,1085
I,F,1016
II,M,1714
I,M,1072
I,F,775
II,F,1545
III,F,2185
I,M,530
II,M,1096
II,F,1946
I,M,654
II,M,967
I,M,576
II,M,1692
II,F,1847
II,F,1205
I,F,904
I,F,915
II,M,1603
III,F,2780
I,F,1019
III,M,2445
II,F,1061
I,F,743
II,F,1119
III,F,2647
III,M,2009
II,F,1594
I,M,737
I,F,611
I,M,978
III,M,2823
II,M,1378
I,F,885
I,M,576
III,M,2904
II,F,1973
I,F,715
I,F,619
II,F,1050
I,M,691
II,F,1802
III,M,2176
I,M,974
I,F,950
II,M,1153
I,F,998
III,F,2976
II,M,1076
III,F,2699
I,M,553
II,F,980
I,M,785
II,F,1849
I,M,515
II,M,1033
III,M,1965
II,F,1344
II,F,1976
II,M,1852
I,F,1090
III,F,1943
I,F,733
II,F,1343
I,F,1003
II,M,1661
I,F,665
III,M,2687
I,F,636
II,M,980
II,M,1108
I,M,962
I,M,744
I,F,630
II,M,1170
I,F,591
I,F,560
II,F,978
II,M,914
II,F,1752
II,M,1946
II,M,1776
II,M,1013
I,M,544
II,M,940
I,M,898
III,M,2008
II,M,1937
III,F,2046
II,F,1148
II,M,1923
II,M,1594
III,M,2107
III,F,1822
I,F,716
I,F,1098
III,F,2953
III,M,2668
III,M,2726
II,F,1571
I,F,648
I,M,659
II,M,1464
III,M,2241
I,M,842
II,M,1467
I,F,990
I,F,959
III,M,2452
I,F,557
II,F,1820
I,M,564
I,F,781
II,M,1615
I,F,645
III,M,1957
I,M,732
I,M,746
II,M,1985
I,M,830
II,F,1584
III,M,2907
I,F,618
II,M,1354
I,F,810
I,M,691
II,M,1771
I,M,618
III,M,2824
I,M,573
I,M,809
I,M,619
II,M,1847
I,M,909
III,F,2320
III,F,1921
I,M,759
I,M,805
III,M,2589
III,F,2684
I,M,603
II,M,1613
III,M,2472
II,M,1762
II,M,1179
I,F,576
I,F,1050
II,M,987
II,F,1717
II,M,1484
II,M,1568
III,M,2954
I,F,988
I,M,664
III,M,2176
III,F,2457
I,M,625
III,M,2697
III,M,2082
I,F,1092
III,M,2743
II,F,1801
I,M,844
II,M,1851
II,F,1729
II,F,1959
III,F,2000
II,M,1850
I,M,688
II,M,1228
I,F,875
I,M,771
III,M,2264
II,M,1773
II,F,1003
I,M,903
I,F,852
II,M,1954
I,M,551
II,M,1099
II,M,1550
I,M,565
I,M,754
II,F,1076
I,M,761
III,F,2898
I,M,726
II,M,1595
II,F,942
I,M,1096
III,M,2180
III,F,2752
II,F,1266
I,F,1020
I,M,1016
III,F,2552
II,M,1137
III,F,2479
II,F,1364
I,F,1020
I,F,680
III,F,2173
I,M,551
III,F,2088
II,F,1685
I,F,528
II,F,1062
II,M,1221
III,M,2660
II,M,1179
III,M,2847
I,F,508
III,F,2515
I,F,505
III,F,2936
I,F,800
III,F,2547
I,M,595
III,F,1881
II,M,1643
I,F,1027
I,F,814
I,F,894
I,F,599
II,M,1348
III,F,2853
I,F,777
III,F,2166
II,M,957
II,M,1600
III,F,2568
I,M,764
II,M,1557
III,F,2516
I,F,610
I,M,1091
II,M,1364
I,M,524
III,M,2443
I,F,1057
II,F,1430
III,M,2848
II,M,2000
I,M,803
I,M,962
II,M,915
III,F,1870
II,F,1150
II,F,1578
I,M,1024
II,F,1011
I,F,713
II,M,1339
I,M,778
III,F,2751
I,M,739
II,F,1329
II,M,1458
III,F,1824
III,M,2462
I,M,993
I,M,578
III,M,2976
III,M,2991
I,M,661
I,M,846
II,M,958
II,M,1614
II,F,1553
II,F,1651
III,F,2657
II,F,1135
I,M,740
III,F,2913
I,M,832
II,M,1367
II,F,1026
III,M,2719
II,F,1036
II,F,1289
I,M,888
I,F,751
III,M,2520
II,F,914
II,M,1212
I,F,1062
I,F,795
II,M,1605
I,F,779
I,F,527
III,M,2510
II,F,1399
III,M,2885
III,M,1813
II,M,1928
I,F,950
I,M,989
II,M,1440
II,F,1329
III,F,2705
I,F,862
I,M,711
I,F,936
II,M,1692
II,F,1676
II,M,1802
II,M,1008
III,M,2713
I,F,1073
I,M,551
III,F,2289
II,M,951
I,M,931
I,M,595
III,M,2335
II,F,1882
I,F,792
I,F,731
III,M,2614
I,M,1016
I,M,601
I,M,1029
I,F,761
I,M,1082
I,F,853
II,F,1303
II,M,1996
I,M,544
II,M,1524
I,M,1099
II,F,1774
II,M,1783
II,F,1795
I,M,620
II,M,977
III,F,2737
II,F,1193
III,M,2301
I,F,860
I,M,937
III,M,2143
II,M,1620
I,M,560
III,F,2083
III,M,2094
I,M,1020
II,M,1110
II,M,1720
III,M,1868
I,F,921
II,M,996
I,F,1071
I,M,934
II,F,1510
II,F,1188
I,F,666
I,M,850
III,F,2200
I,F,835
I,M,865
II,M,1989
II,F,1463
I,F,845
I,M,531
III,M,2656
III,M,2406
III,F,2981
II,F,1593
I,M,612
I,F,781
I,M,737
II,M,1389
III,F,1805
III,F,2068
I,F,1045
III,F,2877
I,M,747
I,F,733
I,F,500
III,M,1944
I,M,772
I,F,1013
III,M,2691
I,M,525
III,F,2912
II,F,1324
I,F,606
I,M,621
I,M,1057
III,M,2332
III,M,2477
III,F,2772
II,M,1849
III,F,2942
I,F,589
III,F,2218
II,M,1145
I,F,1024
I,F,825
I,F,810
III,F,1837
I,F,748
I,F,756
II,M,1464
III,F,2394
III,M,2238
II,M,1820
I,M,847
III,M,2492
III,F,2202
III,M,2934
I,F,534
I,F,505
II,F,1189
III,F,2793
I,F,865
II,F,1696
III,F,2695
I,M,580
III,F,2106
I,M,917
I,M,1011
II,F,1421
III,M,2315
I,M,571
I,F,935
I,M,866
II,M,962
I,F,1044
III,M,2752
I,M,815
III,M,2636
II,M,1651
I,M,850
II,M,1067
II,F,1977
I,F,1083
III,F,2438
I,F,925
I,F,630
I,M,610
I,F,955
II,M,1310
III,F,2925
I,F,543
I,F,973
II,M,1655
II,F,1999
I,M,824
I,F,830
I,F,888
I,F,899
III,M,2595
I,F,809
II,F,1091
I,M,686
II,M,1600
I,F,705
II,M,1947
III,F,2348
I,F,830
I,M,648
I,M,570
I,F,743
II,F,1490
I,M,907
II,M,1525
III,F,2824
III,M,2111
I,F,731
I,M,504
I,F,674
I,M,910
I,M,981
I,M,1022
II,F,1632
III,M,2737
I,F,1078
II,F,1314
I,F,1010
III,F,1864
I,M,1012
I,M,508
I,M,1094
I,F,1008
III,M,2209
III,F,2513
III,F,2686
I,F,1054
III,F,2229
I,F,741
I,M,1019
III,M,2018
II,M,1732
II,M,1934
I,M,1002
II,M,1929
II,M,1821
III,F,2468
II,F,1885
I,F,1021
I,F,896
III,F,2212
I,M,615
III,M,2729
II,F,1537
III,M,2123
I,F,650
I,M,517
III,F,1927
I,F,609
I,F,673
III,M,1877
I,M,984
II,M,1813
II,M,925
I,F,617
I,M,833
II,F,989
I,M,618
III,F,2804
III,M,2514
I,M,683
I,F,672
III,M,1859
III,M,2892
II,F,946
I,M,1082
I,M,630
I,F,926
II,F,1072
I,M,501
III,F,2668
I,M,629
I,M,753
I,F,875
III,F,2193
III,M,2612
III,M,2724
II,F,1892
I,F,998
III,M,2948
III,M,2072
III,M,2052
I,M,1046
II,M,964
III,F,2347
III,F,2610
I,M,555
I,F,821
III,M,2386
II,F,1370
I,F,716
I,F,938
I,M,860
III,M,2717
III,F,2320
II,F,1560
II,F,1047
I,M,800
III,F,1920
II,F,1490
III,F,1890
II,M,1015
II,M,1911
I,F,867
III,M,1959
III,F,2215
III,F,2465
I,F,508
III,F,2844
I,F,655
I,F,1029
I,F,743
I,F,1073
I,F,765
I,F,643
II,F,1453
I,M,580
I,F,667
III,F,1917
III,F,2703
III,F,2113
III,M,1988
I,M,525
III,F,2238
I,M,819
I,M,955
I,F,619
II,M,1744
III,F,2817
I,M,1033
III,M,2546
III,M,2265
III,F,1860
I,M,550
III,M,2652
II,M,1984
II,M,968
II,M,1602
I,M,770
I,F,590
III,F,2840
I,F,620
II,F,1148
II,M,1552
I,F,578
I,M,1052
II,F,1003
I,F,612
I,M,904
II,M,1845
III,F,1891
III,F,2990
III,M,2474
III,M,2994
I,M,569
II,F,1684
III,M,2494
III,M,2840
I,F,625
III,M,2871
I,F,1000
I,M,974
II,F,1442
II,F,1052
III,F,2090
I,M,853
II,M,1788
I,M,789
I,F,1066
I,F,1052
II,F,1551
II,M,1813
II,F,1216
III,F,2938
II,M,1596
III,M,2423
I,M,997
II,F,1937
I,M,529
III,M,2702
II,F,979
III,M,2306
III,M,2327
I,F,1064
II,M,1472
I,M,583
II,F,935
I,F,742
I,F,1038
II,M,1032
I,M,782
I,F,679
I,F,617
III,M,1832
III,F,1919
II,M,1932
III,M,1957
II,M,926
III,M,1954
I,F,806
I,F,810
II,F,1620
II,F,1946
II,F,1746
III,M,2899
II,F,1081
I,M,568
I,M,914
III,F,2199
I,M,564
III,M,2216
I,F,659
I,F,720
I,F,1093
III,M,2815
II,F,1263
I,M,552
III,M,2220
II,F,1154
I,F,871
II,F,1043
III,F,2069
II,M,1093
III,M,2725
II,M,967
III,F,2113
I,M,714
II,M,950
II,F,1442
I,F,696
I,M,726
I,F,907
I,M,684
I,F,717
I,M,549
III,F,2129
II,F,924
II,F,1700
II,M,1321
I,M,576
I,F,525
I,M,601
III,M,2362
III,F,2832
I,F,625
II,F,1932
I,F,1068
III,M,2474
III,M,2546
III,F,2073
I,M,541
I,M,786
III,F,2243
I,F,637
III,M,2926
I,F,503
I,M,742
III,M,2642
III,F,2785
II,F,986
II,F,1289
III,M,2341
II,F,1064
II,F,1877
III,M,2397
III,F,2011
II,M,1211
I,F,581
III,F,2211
III,M,2830
II,M,1647
I,F,747
II,F,1723
II,M,1222
III,M,1824
I,F,797
III,F,1879
I,F,1059
III,F,2534
I,M,511
I,M,772
I,F,802
II,M,941
II,F,1898
III,M,2891
III,M,2865
III,F,2184
I,F,975
II,F,1460
I,F,553
II,F,1111
II,M,1462
I,M,775
II,F,1440
I,M,757
III,F,2208
III,M,2929
I,F,1060
II,F,1863
I,M,525
I,F,535
I,M,888
III,M,2544
II,F,1962
II,F,1613
III,M,1899
II,F,960
II,M,1668
I,M,686
II,F,1008
I,M,574
II,M,1616
I,F,739
I,F,715
II,F,1071
II,F,1928
I,M,1079
II,M,1519
I,F,682
I,M,1063
II,M,1297
II,M,1562
III,M,2109
III,M,1810
III,M,1949
II,F,1757
III,F,2327
I,M,852
I,M,920
I,M,1063
I,F,604
I,F,991
III,M,2714
III,F,1832
II,F,1820
II,F,1973
I,M,936
I,M,559
II,M,1661
II,M,1139
I,F,850
III,M,2702
II,F,1288
I,M,958
II,M,1387
I,M,1073
II,F,1686
III,F,2499
I,F,571
I,M,1096
I,F,960
III,M,2178
III,M,2308
I,F,944
III,F,2291
III,F,2697
II,M,1834
III,F,2912
III,M,2286
I,M,968
I,F,915
II,F,1596
I,M,908
II,M,1223
I,F,1040
II,F,1739
I,M,1052
I,F,894
II,M,1492
I,F,985
III,F,2198
